2022-02-18T16-04-21,33140,MOUNT SINAI COMPREHENSIVE CANC,02/17/2022 12:00:00 AM,02/17/2022 12:00:00 AM,288,0,02/10/2022 12:00:00 AM
2022-02-18T16-04-21,33140,MOUNT SINAI MED CTR MAIN CAMPUS,02/17/2022 12:00:00 AM,02/17/2022 12:00:00 AM,240,0,02/14/2022 12:00:00 AM
2022-02-22T09-09-37,33140,MOUNT SINAI MED CTR MAIN CAMPUS,02/17/2022 12:00:00 AM,02/17/2022 12:00:00 AM,240,48,02/18/2022 12:00:00 AM
2022-02-22T09-09-37,33140,MOUNT SINAI COMPREHENSIVE CANC,02/17/2022 12:00:00 AM,02/17/2022 12:00:00 AM,288,96,02/18/2022 12:00:00 AM
2022-02-24T09-51-18,33140,MOUNT SINAI COMPREHENSIVE CANC,02/17/2022 12:00:00 AM,02/17/2022 12:00:00 AM,288,96,02/18/2022 12:00:00 AM
2022-02-24T09-51-18,33140,MOUNT SINAI MED CTR MAIN CAMPUS,02/17/2022 12:00:00 AM,02/17/2022 12:00:00 AM,240,48,02/18/2022 12:00:00 AM
2022-03-03T09-56-49,33140,MOUNT SINAI COMPREHENSIVE CANC,02/25/2022 12:00:00 AM,02/22/2022 12:00:00 AM,432,96,02/18/2022 12:00:00 AM
2022-03-03T09-56-49,33140,MOUNT SINAI MED CTR MAIN CAMPUS,02/25/2022 12:00:00 AM,02/22/2022 12:00:00 AM,384,48,02/18/2022 12:00:00 AM
2022-03-03T10-04-44,33140,MOUNT SINAI MED CTR MAIN CAMPUS,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,384,48,02/18/2022 12:00:00 AM
2022-03-03T10-04-44,33140,MOUNT SINAI COMPREHENSIVE CANC,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,432,96,02/18/2022 12:00:00 AM
